iter	Logloss
508	0.1063906596
509	0.1063477195
510	0.1063027055
511	0.1062415602
512	0.1061824718
513	0.1061460244
514	0.1061036962
515	0.106064914
516	0.1059808733
517	0.1059442394
518	0.1058892119
519	0.1058316413
520	0.1057875885
521	0.1057489811
522	0.1056991113
523	0.1056512737
524	0.1055803902
525	0.1055460459
526	0.1054964443
527	0.1054651309
528	0.1054190592
529	0.1053861322
530	0.1053523649
531	0.1053009408
532	0.1052260815
533	0.1051265462
534	0.1050828783
535	0.1050395631
536	0.1049615593
537	0.1048931643
538	0.1048688569
539	0.1048219476
540	0.1047856867
541	0.1047399944
542	0.1046886785
543	0.1046509147
544	0.1046023696
545	0.1045506766
546	0.1045032412
547	0.1044117452
548	0.1043433911
549	0.1042941173
550	0.1042446719
551	0.1042036627
552	0.1041623272
553	0.1041151479
554	0.1040710573
555	0.104027322
556	0.1039911702
557	0.103929123
558	0.1038778182
559	0.1038337964
560	0.1037561249
561	0.1037108886
562	0.103674518
563	0.1036136374
564	0.1035853612
565	0.1035500167
566	0.1035087451
567	0.1034455344
568	0.1033970047
569	0.1033475473
570	0.1033201299
571	0.1032819899
572	0.1032518784
573	0.103212404
574	0.1031690367
575	0.1031155194
576	0.1030575304
577	0.1030213838
578	0.1029666768
579	0.1029276936
580	0.1028670708
581	0.1027802154
582	0.1027068843
583	0.1026267991
584	0.1026002792
585	0.1025367145
586	0.1024693279
587	0.1024157214
588	0.1023656547
589	0.1023151701
590	0.1022644718
591	0.102206645
592	0.1021587423
593	0.1021034612
594	0.1020643876
595	0.1020132706
596	0.101960864
597	0.1019314737
598	0.1018894264
599	0.101859799
600	0.1018226443
601	0.1017911945
602	0.1017667828
603	0.101721292
604	0.1016858779
605	0.1016479887
606	0.1015810142
607	0.1015381399
608	0.1015012769
609	0.1014507671
610	0.1014013314
611	0.1013349537
612	0.1013040295
613	0.1012572637
614	0.1012190168
615	0.1011891268
616	0.1011636708
617	0.1011087697
618	0.1010657905
619	0.1010085439
620	0.1009745736
621	0.1009355376
622	0.1008829333
623	0.1008562987
624	0.1008150517
625	0.1007920954
626	0.1007335926
627	0.1007083833
628	0.1006781193
629	0.1006466628
630	0.1006013863
631	0.1005179821
632	0.1004879198
633	0.1004548201
634	0.100416387
635	0.100358633
636	0.1003069478
637	0.1002458244
638	0.1001986413
639	0.1001531395
640	0.1001319398
641	0.1000712657
642	0.1000295028
643	0.09998673599
644	0.09995584535
645	0.09993459422
646	0.09989441558
647	0.09985533431
648	0.09981517713
649	0.09978268728
650	0.09975813331
651	0.09969189624
652	0.09966086903
653	0.09959677337
654	0.09955046039
655	0.09950930011
656	0.09947270681
657	0.09945080769
658	0.09939441279
659	0.09936404858
660	0.09934416699
661	0.0993052721
662	0.09927904111
663	0.09925870746
664	0.09919725381
665	0.09916753679
666	0.09912199004
667	0.09909334375
668	0.09904925953
669	0.098996125
670	0.09896522454
671	0.09892340899
672	0.09887162047
673	0.0988276496
674	0.09876562606
675	0.0987034756
676	0.09866121303
677	0.09858959848
678	0.09854363208
679	0.09850192813
680	0.09848243374
681	0.09843437918
682	0.09840099763
683	0.09837995992
684	0.09833673539
685	0.09827416742
686	0.0982346841
687	0.09817900765
688	0.09814058937
689	0.09810517241
690	0.09806625311
691	0.09802946643
692	0.09799006572
693	0.09796431631
694	0.09792817296
695	0.09785950279
696	0.09779516981
697	0.09772145279
698	0.09768357347
699	0.09765626457
700	0.09762867667
701	0.09755198927
702	0.09751750815
703	0.0974943189
704	0.09742938472
705	0.09738914916
706	0.09735208876
707	0.09732673933
708	0.09728848316
709	0.09725590087
710	0.09720430956
711	0.09714158152
712	0.09710214661
713	0.09705438609
714	0.09700919898
715	0.0969605959
716	0.09691473962
717	0.09685841479
718	0.09682267786
719	0.09677044259
720	0.09672919654
721	0.09669305083
722	0.09664698753
723	0.09659201397
724	0.09656135795
725	0.09648550723
726	0.09643325498
727	0.09638080802
728	0.09634357239
729	0.09630464046
730	0.09625932527
731	0.09613969203
732	0.0960929055
733	0.09604037717
734	0.0960104751
735	0.09598222134
736	0.09594851537
737	0.09590892716
738	0.09587838868
739	0.09583915557
740	0.09578892564
741	0.09576217397
742	0.09570223318
743	0.09566643021
744	0.0956228734
745	0.0955843958
746	0.09555016724
747	0.09549560392
748	0.09545434831
749	0.09540333524
750	0.09536245088
751	0.0953291186
752	0.09529312103
753	0.09526272149
754	0.09522966938
755	0.09520684842
756	0.0951649909
757	0.09512419781
758	0.09510704163
759	0.09505933955
760	0.09501822371
761	0.09497847551
762	0.09493591713
763	0.09489303926
764	0.09487539099
765	0.09483191164
766	0.09479365376
767	0.09474381339
768	0.09470472591
769	0.09464478714
770	0.0946096449
771	0.09457100571
772	0.09454388423
773	0.09450755557
774	0.09447979958
775	0.0944561651
776	0.09443311423
777	0.09440081312
778	0.09435383888
779	0.09432584422
780	0.0942793937
781	0.09424146588
782	0.09420296259
783	0.09415192163
784	0.09412503459
785	0.09409988733
786	0.09405363628
787	0.09400240553
788	0.09395733007
789	0.09392179586
790	0.09389380893
791	0.09385505992
792	0.09382098104
793	0.09378798071
794	0.09374812057
795	0.09373115422
796	0.09371269903
797	0.09367107247
798	0.0936433286
799	0.09359629113
800	0.09356078888
801	0.09351773071
802	0.09348304665
803	0.09344280959
804	0.09342380473
805	0.09336552494
806	0.09330773766
807	0.0932723485
808	0.09324967521
809	0.09318489909
810	0.09314787081
811	0.0931178662
812	0.09308385298
813	0.09302463379
814	0.09299327093
815	0.09296656595
816	0.09293549326
817	0.0928855356
818	0.09285136481
819	0.09279756859
820	0.09277071734
821	0.09272039064
822	0.09269571637
823	0.09264677786
824	0.09261716026
825	0.09254126565
826	0.09251637747
827	0.09246571562
828	0.09244083439
829	0.09240075623
830	0.09237610311
831	0.09233636823
832	0.09229760318
833	0.09226829878
834	0.0922447859
835	0.09220163236
836	0.09215569694
837	0.09212870506
838	0.09210245451
839	0.09207194667
840	0.09201999471
841	0.09196969327
842	0.09194067524
843	0.09190141184
844	0.09185926577
845	0.09182325428
846	0.09177673789
847	0.09173883871
848	0.09170245387
849	0.09166327852
850	0.09162540013
851	0.09158695548
852	0.09152618264
853	0.09150945482
854	0.09148052979
855	0.09143915348
856	0.09139571371
857	0.09136353975
858	0.09134517316
859	0.09130317836
860	0.09126919464
861	0.09122711398
862	0.09120668699
863	0.09117776392
864	0.09114858429
865	0.09111956056
866	0.09108588872
867	0.09102841542
868	0.09099831995
869	0.09094858147
870	0.09091546457
871	0.09088146677
872	0.09082477996
873	0.09079400241
874	0.09077399591
875	0.0907605456
876	0.09074741522
877	0.09072157108
878	0.09069630986
879	0.09065474978
880	0.09062536819
881	0.09059918296
882	0.09059029071
883	0.09054182409
884	0.09050318245
885	0.09046254498
886	0.090431768
887	0.09039924212
888	0.0903650992
889	0.09033263857
890	0.0903063899
891	0.09028225117
892	0.09023513761
893	0.09019669628
894	0.0901452465
895	0.0901030379
896	0.09006934067
897	0.09004359288
898	0.08998563036
899	0.08994622503
900	0.08991863297
901	0.08991087635
902	0.08986528039
903	0.08984696304
904	0.08979277039
905	0.08976589891
906	0.08972480146
907	0.08970236971
908	0.08969001417
909	0.08963698373
910	0.08960422339
911	0.08957649941
912	0.08953084847
913	0.0895140629
914	0.08946033547
915	0.08942277254
916	0.0893972818
917	0.08935963761
918	0.08935001038
919	0.08933627597
920	0.08931935282
921	0.08928841487
922	0.08924823208
923	0.08922332046
924	0.08919123302
925	0.0891703198
926	0.08913750083
927	0.0891202082
928	0.08907740918
929	0.08905339182
930	0.08900688646
931	0.08895584863
932	0.08891983178
933	0.08889178495
934	0.08885341245
935	0.08883226246
936	0.0887885476
937	0.08874481899
938	0.08873087905
939	0.0887000442
940	0.08865382779
941	0.08862917273
942	0.0885919764
943	0.08855320666
944	0.08853360138
945	0.08851194405
946	0.0884857494
947	0.08845809302
948	0.08840968705
949	0.08837856066
950	0.088341163
951	0.08828581191
952	0.08827175064
953	0.08823136359
954	0.08818854222
955	0.08814513213
956	0.08811017228
957	0.0880807815
958	0.0880593143
959	0.08803357484
960	0.08799998266
961	0.08797725526
962	0.08792825217
963	0.08790636724
964	0.08787531936
965	0.08784497222
966	0.08780674435
967	0.08776697081
968	0.08771792309
969	0.08770269128
970	0.08767545295
971	0.08766230702
972	0.08762677155
973	0.08758706715
974	0.08755329713
975	0.08751482656
976	0.08747662415
977	0.08745119869
978	0.08741525971
979	0.08739258942
980	0.08734156909
981	0.08730659961
982	0.08728454361
983	0.08724264192
984	0.08719226211
985	0.08717208575
986	0.08714958969
987	0.08712188939
988	0.08708450965
989	0.08704209067
990	0.08703078772
991	0.08700239139
992	0.08697577292
993	0.08692386177
994	0.08691311721
995	0.0868723768
996	0.0868453716
997	0.08678757199
998	0.08674914005
999	0.0867132127
